,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IGHV3-20,123.53535120623265,4.400017210088925,1.1524985245376032,3.817807239149627,0.00013464305803026236,0.002711797423637708
CRYAB,15.54847477985217,-2.409699533639614,0.6312029397961629,-3.817630403333972,0.00013473957290626335,0.002711797423637708
AC244153.1,3.485369644799438,-3.190609835628566,0.8363061012620917,-3.815122035835363,0.0001361156488097086,0.002736540581727083
RNU5B-4P,1.4814546308167693,-2.4752774696115094,0.6489034863849881,-3.8145541232967752,0.00013642903515121872,0.0027398885993716766
EPN3,12.385436509841243,3.8610831710209155,1.0131913584782195,3.8108133658188095,0.00013851031137768744,0.002778695569218833
ARHGEF6,18.58110620129041,-1.6082623545880892,0.4222004237230297,-3.8092390822495603,0.00013939511964930102,0.002793442263476916
IGLV2-18,165.5566519594803,4.4556061084832,1.1700782764094573,3.807955585805615,0.00014012043117753991,0.0028049644683254956
WFDC2,905.5993742822045,2.031557852476448,0.5341127194989694,3.8036125677407084,0.00014260114863839392,0.002851564448174186
UHRF1,9.026509844870695,3.8032000692804773,0.9999906541198018,3.80323561386489,0.00014281840312885057,0.0028528511211723395
IQANK1,24.117224578423638,2.392476214294668,0.6295463207401782,3.800317999606058,0.00014451052197992585,0.00288356450115452
MMP1,89.9852488648371,4.3696064830125305,1.150043809456458,3.7995130681827893,0.00014498066753673182,0.00288985503657351
Y_RNA.717,6.440312812411845,-1.5667361273072509,0.412585383345051,-3.7973621716913013,0.00014624404298539757,0.002911926478098786
IGKV2-28,38.94315890590559,5.156993058696158,1.3589071633161303,3.7949561220294035,0.00014766956957957023,0.0029340480933397676
LDHA,388.74749817230156,1.2118210842277537,0.3193139050213833,3.7950777124679314,0.0001475972174006208,0.0029340480933397676
CBX4,47.55041325850508,1.223538041620707,0.32250858685337347,3.7938153943695796,0.00014834998576447115,0.0029413025339083297
MPP5,8.138260069128401,-1.016212266586301,0.2678495424257213,-3.7939667821837406,0.00014825951705906088,0.0029413025339083297
CORO1C,75.45455538016508,-1.1177179481015358,0.2946730721596734,-3.793078003055135,0.00014879139128863035,0.0029469224917961535
ASPHD1,15.454208477787382,3.134284518934231,0.8268183971241514,3.790777430492516,0.00015017648389928178,0.0029680536653695975
HBA1,1.5156632542501354,-3.871436753097432,1.0212374892096021,-3.7909269822181835,0.0001500860765069479,0.0029680536653695975
PLCL1,2.2514726680428288,-1.9169975353593764,0.5058862268594495,-3.789384714543684,0.00015102087753429114,0.002981583610748434
TSPAN12,52.91909698126876,-1.7209880927043903,0.45464159366814394,-3.785373174546342,0.00015347809216846153,0.003026892986878421
HIPK3,41.3796066742966,-0.7435111511103273,0.19659871221531391,-3.7818719295375525,0.00015565344210431362,0.003063318849514957
IGLV3-21,1268.6753946922768,3.6727831534572952,0.9710926385910568,3.7821140924166405,0.00015550205518408163,0.003063318849514957
OLR1,58.261292729141545,-2.815332097866684,0.7446157450497446,-3.7809193756420014,0.00015625027345395436,0.003070551016296916
IGKV2D-29,146.2300075616706,4.004953585441021,1.0592984336333586,3.780760414894755,0.00015635008122860428,0.003070551016296916
GSTA4,37.37514703355385,-1.4463761404375972,0.3828353993623284,-3.778062694428886,0.00015805309459311596,0.0031007324772069026
FGFR4,19.029761741071777,-2.68256859990683,0.7102464209593433,-3.7769547592840156,0.00015875755480058485,0.003111281197389193
APBB2,10.045139977945766,-1.2246624630750669,0.3243078368413183,-3.7762345646746924,0.0001592170608278579,0.0031170122810759127
CD81,248.6276416438591,-1.1291514415922665,0.2990388561761957,-3.775935529016882,0.00015940822214394057,0.0031174834387206495
AKAP13,25.829274035117077,-1.158531523838926,0.30695477383441533,-3.7742743315791794,0.00016047409657358165,0.0031350421149458772
USP12,25.958620439485614,-0.8527931203186822,0.2260209413667506,-3.7730712701302576,0.00016125020040552487,0.0031469089842739305
MAGI1,8.837049973918868,-1.1924528479618888,0.3163311323470677,-3.769634809935716,0.00016348658487312136,0.0031872196593289706
RPL7AP64,1.5894684724651664,-2.263434826060241,0.6007189855046079,-3.7678762960337284,0.00016464224936595543,0.003206399213382704
PHF2,30.553668360787395,-0.8105196028234989,0.21514541368912513,-3.7673106245930073,0.0001650156295935596,0.0032103197094129734
NPM3,72.40745019838339,1.3769620510979865,0.36555788740958195,3.766741461538203,0.00016539211845288288,0.003210947714854772
GMDS,29.702629486445453,2.039599968656442,0.5414416070903998,3.7669804868097394,0.0001652339101648822,0.003210947714854772
PTCRA,2.2070898220960737,-2.7321683014767424,0.7256824224829375,-3.764964145236661,0.00016657298262976006,0.0032305115768434863
CDT1,15.292892171956979,2.6451695557517074,0.7027880327743035,3.7638227066982357,0.0001673355419712058,0.0032419306402458846
LHFPL3-AS2,7.725554477059017,-3.36169485291606,0.8932582919012065,-3.7634073855178496,0.00016761381898299475,0.0032439533410432916
CD300LG,1.7629482603779438,-5.521090784066146,1.4683732747506784,-3.760004951740624,0.00016990999379306516,0.003284985237510069
VPREB3,11.801076837824997,4.7483502297549425,1.2631278116956188,3.7592001266924617,0.00017045745060524322,0.0032916414862767143
SLC16A11,3.595352392145087,-2.203180833102338,0.5861112700950928,-3.7589804965614912,0.00017060713497505403,0.0032916414862767143
SLC46A2,5.447039526898668,-2.8342476976154396,0.7541752651947726,-3.758075646890209,0.00017122512144380434,0.003300151953282084
SLC50A1,137.7031212768826,1.668136624888657,0.4439278293983398,3.7576752670574867,0.00017149924082718472,0.003302024082675733
JPT1,116.05000866630769,1.335479902085468,0.35572923638936677,3.7542033813147313,0.00017389363033105468,0.0033446736712231828
MTCH1,200.39519476497603,-0.6738980247912228,0.17951780270333453,-3.7539342318315105,0.00017408055666228147,0.003344820747320479
LINC01290,1.2158739293909508,-2.7175009980769773,0.7243008298403898,-3.7518954640378066,0.00017550264559095164,0.003368675780648544
FEN1,41.35232257508779,1.524877108470084,0.4065758082612656,3.7505357610706587,0.00017645713561891191,0.003383515703229229
IGHV5-10-1,412.54842931748857,4.809962861934432,1.2828779826767132,3.7493533499565475,0.00017729113574397348,0.003396017165888412
BCL9,23.20803579563483,1.3642556194823068,0.36391554936460857,3.7488247530622916,0.0001776651731643901,0.003399691421259514
RRM2,16.219124968090906,3.01684905894544,0.8049070444496428,3.7480713825883063,0.00017819954391122184,0.003406423043802936
COX7A1,52.99863429604165,-2.435996661251708,0.6500832585067873,-3.7472071913482057,0.000178814381596546,0.0034146774999455048
STARD4,10.777840455412056,-1.1504360710031452,0.3071456389156738,-3.745571889168171,0.00017998329627378208,0.0034334850292228555
SPTBN2,14.670219955499928,2.4946540333785174,0.6661469723434487,3.7449003552512377,0.00018046538679002464,0.0034391651903386005
SMAD7,25.261063488010002,-1.3186158413763656,0.35226109913127124,-3.7432911117017187,0.00018162559922724788,0.003457743678349759
RUSC2,15.539380908668146,-1.0369455751415269,0.27714340805309934,-3.7415487614370857,0.00018288968229186297,0.003478259737532403
IGLV3-19,1336.8192711393976,3.910166066225688,1.0452083931535145,3.7410396738474945,0.00018326058616933587,0.0034817645174758647
IGLV2-5,23.868290766437926,3.888230123755486,1.039437195179076,3.740707126692359,0.00018350325040892462,0.003482828222664605
TDRKH,17.860636873995777,1.4412239115029104,0.38572019570867866,3.736449186579325,0.00018663714313575845,0.0035387085157356155
IGLC2,3431.2166404860245,3.1766435615814688,0.8506250411658851,3.7344815962947577,0.00018810224498070854,0.0035628665833554105
HBB,277.35490255088473,-3.5495401453775774,0.9507251410103785,-3.733508237307494,0.00018883101512602525,0.003573042849093563
LSR,242.3945407413565,1.2541768708214065,0.3359752105764003,3.7329446677620535,0.00018925418130812796,0.0035774217433290206
TBX5-AS1,7.5735720983142905,-2.1144479957575966,0.5665756605199663,-3.7319781683122315,0.00018998197021311914,0.0035875441480426756
DES,29.66532116334822,-3.290930857488809,0.8818799580540838,-3.731722018890675,0.00019017529514406075,0.003587563682004794
DUS1L,59.50180663204782,1.2447502030584523,0.33386988002569407,3.728249469412031,0.0001928144602851739,0.0036336761470105953
CLEC12A,4.841258602951011,-2.2272771059817336,0.5974512586290344,-3.7279645390531853,0.00019303253066369668,0.0036341149592256194
RMI2,10.860806401305243,2.295706017178652,0.6160047454179688,3.7267667729101333,0.0001939517740117194,0.003647740169089364
TJP1,37.272097920818766,-1.0569848854944748,0.2837906107982405,-3.724523804791882,0.0001956842476894309,0.003676617330454897
PEF1,99.04125041535663,-0.7367148367585608,0.1978513228737099,-3.7235780183729768,0.0001964191250145409,0.0036867118867165895
GATA6,13.607368552662168,-1.7747401273673558,0.47680703268244967,-3.722134963871896,0.0001975453787692496,0.0037004057547167565
IRAK1,145.73149927994348,1.2246337281751352,0.3289990458012876,3.722301762889619,0.0001974148884855148,0.0037004057547167565
TSC22D1,88.31706625746546,-1.087013569925916,0.292124556104606,-3.721061948440481,0.00019838676022610006,0.00370283993634071
VSIG4,107.76350772678845,-2.6259794180860743,0.7056947544277954,-3.7211264524919416,0.0001983360858216784,0.00370283993634071
GPC3,54.04180201835055,-2.5713344121462747,0.6910411450227867,-3.7209570380378527,0.00019846920385596344,0.00370283993634071
SETD3,39.47243756607985,-0.7094074173355253,0.1906489944575251,-3.721013160096027,0.0001984250964456184,0.00370283993634071
AC002066.1,1.0687017995395123,-2.8434989957015064,0.7644935812279806,-3.7194543754495473,0.00019965360641461527,0.003721216118758718
BHLHA15,12.94195829985587,3.8724050171655007,1.0412547581551597,3.718979420585241,0.00020002934612975662,0.003724498513715438
PC,16.4801605351369,2.041648312026651,0.5490443158776148,3.718549219042906,0.0002003702545210958,0.003727126459222417
IGKV1D-13,31.36196484512229,5.59824775588886,1.506594108574753,3.715830112454664,0.00020253764030952546,0.0037636899952737213
BZW2,60.15099828972853,1.3332214266778644,0.3589583119190772,3.7141400057018963,0.00020389589444287195,0.003785159903105137
MRGBP,28.442424429958056,1.1596088512774618,0.3122812071465683,3.7133481770268766,0.00020453518670334307,0.0037932534575787985
ZBTB47,9.373763280089861,-1.1273529328805822,0.30367354116801926,-3.71238445254218,0.00020531580144131904,0.003803949262652125
ARL6,5.902034313085704,-1.2193506426815246,0.3284771404603455,-3.7121324210648603,0.00020552040752734843,0.003803962542894583
MACF1,24.740138007187984,-1.2562604468658873,0.33861663911365686,-3.7099784882225557,0.00020727685888868055,0.0038326703233757314
ETV5,31.32128488598353,-1.3336168258456322,0.3598560676273892,-3.705972875873578,0.00021058083651915972,0.0038861906548816544
SNRPE,71.9081046603871,1.01177450440195,0.2730124758686926,3.705964356326963,0.00021058791617544905,0.0038861906548816544
GALNT18,32.18832617825513,-1.5759380730404622,0.425371818325754,-3.7048483353770116,0.00021151725315637213,0.003899483589069599
COBL,6.7893389043812356,-1.836550186814636,0.4957884784863396,-3.7043018676466444,0.000211973713123674,0.0039040410323281202
CFD,129.24980055806503,-2.602968999147983,0.7027667624033147,-3.7038874608218175,0.000212320480280368,0.003906571203738486
KCNJ8,15.922308935858666,-1.6433895918971424,0.44380228468691013,-3.7029768628985473,0.0002130843222480448,0.0039167627587997755
GRIA1,1.8275554674231793,-4.502493266115026,1.2160095806905298,-3.7026791051746613,0.00021333465138063395,0.003917504518512291
CCT6A,143.51120764422774,0.7160075653338931,0.1934191525018292,3.70184418695104,0.00021403805258463557,0.0039265564867960135
C1QTNF2,3.049589400404702,-2.152836883244027,0.581658005362506,-3.701207347610246,0.00021457603993607874,0.003932559113052477
ADAMTS1,35.57533082334415,-2.328983892447251,0.6294770510354231,-3.6998710097791787,0.0002157090781109088,0.003949444818758808
CLK2,41.28987847682618,1.1329606605593827,0.3063139906028209,3.698690544071248,0.00021671462801280047,0.003963965504740019
AC007743.1,1.0367491022657065,-2.7500473051633407,0.7440670937077526,-3.695966840113315,0.0002190515643578937,0.004002786519319512
ARAP3,13.736807169897277,-1.3219058175080023,0.3577134463417438,-3.6954322825346386,0.00021951298307107002,0.004003087286979052
OSTF1,108.98665698733645,-0.9485707393617779,0.2567033254992432,-3.6952023800898313,0.00021971171045004822,0.004003087286979052
STX7,14.0224531969361,-0.8481371099196932,0.22950739364340061,-3.695467481267704,0.00021948257223174323,0.004003087286979052
KRT13,1.091674544959487,-3.711588285905288,1.0046207524351876,-3.6945168382282034,0.0002203052951834263,0.004006077867677568
CALCOCO1,32.99938083219628,-1.2238448216709112,0.33124621878567506,-3.694668051328824,0.0002201742362132158,0.004006077867677568
MSR1,42.870356639833105,-2.7491657761587414,0.7442228292021417,-3.6940089288930267,0.000220746045215234,0.004010183997644227
KIF26A,2.2048535768785293,-1.8702139426812445,0.5065713872023574,-3.691905997711158,0.0002225797364703138,0.004039562396232144
CSRP1,91.00622294217435,-1.2190628346002155,0.3303427109366131,-3.6902973616213135,0.00022399205987568658,0.004061243791157128
DPH3,20.65270333326615,-0.915422558647063,0.248365054499071,-3.6857945273073316,0.00022799024354047188,0.004121718966797077
PALMD,8.345081939671164,-1.7382159486450626,0.4715933319242009,-3.685836569301717,0.000227952605517666,0.004121718966797077
MFNG,24.701716866404738,-1.5587441195054152,0.42288793410542624,-3.6859508011330946,0.00022785036911592154,0.004121718966797077
TLE5,114.00402073120998,-0.8127137149237316,0.22052554836204563,-3.6853494797322393,0.00022838902945602406,0.0041249313867967475
GPX2,98.45147002048459,5.810621297814183,1.5775852657422884,3.683237555518217,0.0002302903646685624,0.004155248871974245
CDS2,20.29204337087854,-0.8108033057453204,0.22019729460300388,-3.682167427202621,0.00023125944697437485,0.004168702900677209
PGM2L1,16.84139177712197,2.3551856513553964,0.639740114772232,3.6814725182489423,0.00023189078780369498,0.0041760486757273525
ST6GALNAC1,45.126046083413854,2.239809897551448,0.6087935249195084,3.6790961235134425,0.00023406204219053015,0.00420805167465656
SORT1,55.028297150370626,-1.0314638507259806,0.28036267783663094,-3.6790340949982685,0.00023411897080417588,0.00420805167465656
CALM1,139.61155269395744,-0.9165842849578525,0.24919515111301702,-3.6781786518075372,0.00023490540698001527,0.004218123366723912
CD24,294.5950240737554,1.9105414718743603,0.5196751371981396,3.6764150045260235,0.00023653461423822695,0.004243294517156346
IGKV3OR2-268,22.302142828678534,3.85134873025594,1.0480139146984213,3.674902285399724,0.0002379404622099799,0.004264414220414596
SEMA6A,4.80690526439066,-2.3225706823531898,0.6321491197716382,-3.674086714211056,0.00023870166368336712,0.004273950997447774
RUSC1,33.845232317879564,1.266634865536124,0.34485161077246407,3.6729852086202373,0.00023973336509047264,0.004286751007107422
FAM122A,11.757625450971547,-0.8722762434924582,0.23749410855417832,-3.6728331864850037,0.00023987608143968212,0.004286751007107422
XPR1,49.40690950032371,1.8831554199944256,0.5128011793240965,3.672291515547098,0.0002403852431455647,0.004291739216618948
IGHV3-72,57.237459316331616,2.9021556633546526,0.7908173406211864,3.6698179393423667,0.00024272327774311364,0.004325203622591472
IGKV1D-16,41.5774344981064,3.747729884894652,1.0211978814381695,3.669935037092579,0.00024261211711315884,0.004325203622591472
PDLIM1,219.0287660332018,-1.253578995916786,0.3418314401480323,-3.6672431165896144,0.0002451796607567262,0.004360645310522632
CILP2,13.117011733699298,5.652654765050198,1.541386176391564,3.6672540935090328,0.0002451691394480914,0.004360645310522632
IGHA1,10595.46167430923,3.365504677329914,0.9178983356133236,3.6665331516056656,0.0002458610580576705,0.004368599771601865
FAM124B,2.0815761852017047,-2.032040398971395,0.5544810409872408,-3.6647608281671693,0.000247569826650167,0.004394776646824135
TM6SF1,3.187288871582581,-1.869766797453762,0.5103366898556091,-3.6637906594228604,0.0002485099170775538,0.004407271409615895
ASGR1,2.8322362767782487,-1.8133842637314035,0.49526956549416673,-3.661408634956314,0.00025083231332030377,0.004444234064213588
ST6GALNAC3,2.086172927419934,-1.8591323591376006,0.5083708885090457,-3.6570393804218004,0.0002551451938615822,0.0045163604192367535
PAPSS2,76.56069292074208,-1.7150422543982815,0.4691295407903023,-3.655796758202643,0.00025638442608480927,0.004533994537880841
RP2,20.701701707700142,-1.0708338825296726,0.29334655481983635,-3.6504055184399316,0.00026182660917495744,0.004625851370622331
ABCG1,27.561810172114033,-1.505473828082959,0.41256926397958177,-3.6490208057706046,0.00026324178599857433,0.004633303774882454
TPSAB1,37.84755414062671,-2.3702805551170516,0.6494702573889194,-3.649559819176857,0.00026269006381655284,0.004633303774882454
MTURN,18.368348224204013,-1.6870238226925665,0.4622934476787177,-3.6492488292090295,0.0002630082538103463,0.004633303774882454
TMEM88,11.590998818124367,-1.8842105945907128,0.5162973749057441,-3.6494677024741735,0.00026278427556256415,0.004633303774882454
SVEP1,9.145549740699105,-2.015918870123302,0.5526111989091758,-3.6479877246473027,0.000264302262679478,0.004647584651094271
EEF1A2,24.781849198068517,6.57034164167466,1.8015077694401158,3.64713477961665,0.00026518084346189566,0.004658643122851777
TNFSF12,36.04819710121089,-1.4504243383458206,0.3985632256082677,-3.6391323763808217,0.00027355815831268173,0.004801293094675167
CCDC69,35.21646765086155,-1.6984986601557361,0.46689890294710606,-3.637829623146823,0.00027494519930590486,0.00481657519572795
GALNT6,28.945827910450777,1.9718042407666627,0.5420180671427675,3.637893938039688,0.00027487656887875564,0.00481657519572795
MRC1,73.13069086264116,-2.5827369576278634,0.7100346272052509,-3.637480284297835,0.0002753182594207803,0.004818586084440429
GNG11,62.613255681520364,-2.478399515318158,0.6818815437015607,-3.634648185173464,0.00027836022727897847,0.004865308726593601
SELENBP1,173.30531745113143,-1.9305597009604554,0.5311746754375926,-3.634510058993345,0.00027850939164935224,0.004865308726593601
IGHV3-62,16.73153242816114,3.954605796768947,1.088201377290728,3.634075346067514,0.00027897933312696964,0.004868959231197262
SIX4,8.07721471777363,2.412184705550009,0.6647039719151769,3.628960872010298,0.00028456436362042566,0.0049617918991273656
TCF3,42.835572157946864,1.0583604085802254,0.29195903867994516,3.625030461003928,0.00028892739449238247,0.0050331637712832675
BRI3,65.11475749582836,-1.009832539460708,0.27862823732059394,-3.6243007857770677,0.0002897442508768131,0.005042685157284237
AC103563.1,19.474365986853762,5.5043477246432975,1.5195100787036848,3.6224489733816925,0.00029182703961048013,0.005074200445491825
APBB1,16.146600392970598,-1.6442162132757427,0.4539861141353978,-3.621732388020502,0.0002926367617187132,0.005083541958459993
DEPTOR,24.833571375666153,1.7344331188357618,0.47900086936691344,3.620939396473601,0.00029353527364836963,0.005089672491131628
CEACAM5,467.2459171369378,4.873743881328895,1.3459009644185538,3.621175710676762,0.0002932672440703316,0.005089672491131628
AKR7A3,20.109855564824002,4.954148585505536,1.3687155923259837,3.6195602748168434,0.0002951040677959981,0.0051121231131568586
PRICKLE2,3.391825655952277,-1.4865487380605091,0.4109129614766981,-3.617673029145389,0.00029726359850481995,0.005140548908001061
TRIP13,17.866519321933183,2.6517383184907923,0.7330336210264045,3.6174852591041997,0.0002974792670122577,0.005140548908001061
SAMHD1,40.08829651185858,-1.1666148044062674,0.32250047365137136,-3.6174049333874727,0.0002975715720984695,0.005140548908001061
CXCL2,131.91266350836455,-2.8666234074310037,0.7927391550321072,-3.616099178695041,0.00029907582783571967,0.0051617555226003906
PPAT,10.663216557639272,1.993904199246377,0.5518902740834073,3.612863449275132,0.0003028342002116929,0.005221790825646539
SEPTIN4,3.6633190414277075,-1.6494581249853009,0.4567709625887106,-3.611127370350202,0.0003048688813092208,0.005252020977457185
PHKA1,13.152675354669485,1.898931484913801,0.5261696481435466,3.6089719192539693,0.0003074128798291374,0.005290961345915329
TFF1,66.60625694312176,7.247797586585708,2.0088771902388656,3.6078848531920005,0.000308703430739931,0.00530827641227179
AKAP7,4.25988519164814,-1.3115065616206538,0.36362989485569025,-3.606707204700914,0.00031010724351595746,0.005327505379629114
TTYH3,77.16551404275714,1.4602027656465615,0.40503572276968675,3.6051209401025317,0.00031200759522495184,0.005355221438925416
H1-0,436.1048682349763,1.2570222203272048,0.34873181705902495,3.604552721710638,0.00031269097150925555,0.005362017881845755
AL603750.1,6.329115227310699,-1.574245110950093,0.4367797078235364,-3.604208443644329,0.0003131057041014179,0.005364199376878011
ACSL4,52.79212814106456,-1.386300542298198,0.3847134973752098,-3.603462191361962,0.00031400644120293,0.005374695572039509
AC236972.3,2.1420232550967837,-3.6198610805431697,1.0052965153707265,-3.600789443906768,0.0003172524274770165,0.005424403779725782
HDGF,336.54170468470704,1.005734882856971,0.27932477695406205,3.600593165504881,0.00031749203663292884,0.005424403779725782
FLT4,8.72844559302234,-1.3938801378137713,0.38717257171687025,-3.600152075940652,0.0003180311201287144,0.005428642825472484
MBP,8.968665340449531,-1.0107581916079236,0.2807880455193684,-3.5997194600587177,0.0003185606796019407,0.005432711699573499
TMEM177,12.448447630061805,1.3738204948170112,0.3817017502551211,3.599198834951057,0.0003191990643811756,0.005438627346264469
MTARC2,28.60882795278879,-1.5126116912499876,0.4203075733960802,-3.598820927798429,0.0003196631998516426,0.00544120538394646
IGKV2D-28,35.56567323427517,4.716671916752121,1.3106960125151081,3.5986009507278887,0.0003199336606201033,0.00544120538394646
PANX2,15.974416572365296,2.7359607897732077,0.7606023687818063,3.597097382374931,0.0003217880341583958,0.005467758973855365
IGKJ3,34.654530484304864,3.694715832707631,1.0273450352999978,3.5963728891031503,0.00032268514986272555,0.005478013504084505
AC110611.2,2.887765377922295,-2.1022255781605494,0.5846753053261385,-3.5955436444983837,0.0003237148485600307,0.005490498117804084
EPHX3,31.50771905363542,2.5190688785388677,0.7010003934793291,3.593534186244575,0.00032622282463984543,0.005525475670568643
GINS1,10.821139635978316,3.032962531891793,0.8440329577445275,3.5934171812397553,0.00032636941571349327,0.005525475670568643
ZBTB16,6.765099818855838,-3.2541341118254916,0.9056583606632601,-3.5931144161715927,0.00032674902463692844,0.005526887173754464
RIN2,29.456928623473853,-0.9370750978242539,0.2608147489594898,-3.592876175763365,0.00032704802256341194,0.005526933837831138
SH3BP5,7.945776189503844,-1.4133726004978406,0.393463100016555,-3.59213507045101,0.00032797976703959796,0.005537663813264959
CCDC102B,5.212635415017291,-1.456598157991134,0.4056533537947309,-3.5907460011490584,0.000329732850610322,0.005562229470015169
ZBED2,8.618866716745254,-2.5639465201642397,0.7145660342456586,-3.588116979098937,0.0003330748527507695,0.005605098187453537
CSPG4,9.070790972730913,-1.451680785903932,0.40458899434972573,-3.5880382466585408,0.00033317542423143986,0.005605098187453537
KDM5B,15.55423316228016,1.355041471586357,0.3776078135600235,3.5884889637511788,0.0003326000699283846,0.005605098187453537
ATP13A4-AS1,3.094018715655647,-3.585462872606444,0.9993743923959495,-3.587707369617985,0.0003335983916555355,0.00560715783163723
IGHV1-67,15.790196921390212,5.161439306733456,1.439510641495476,3.5855513380375923,0.00033636682190870624,0.0056435213995959825
P2RY14,4.894671464749506,-1.8191077211263045,0.5073193363523377,-3.5857251848624947,0.0003361428013863909,0.0056435213995959825
DAP3,74.91280529633266,0.8531739235660144,0.238077214609755,3.5836017527527657,0.0003388886598400091,0.005680723923301932
ECT2,27.443787531343887,2.181808039884408,0.6092765996848112,3.5809811849217468,0.000342306306667171,0.00573286244478403
CDC6,12.477532512232468,3.2489111238326926,0.9078582627842909,3.578654573092365,0.00034536758206730474,0.0057761411980843304
PPP2R5A,75.6975740007978,-0.8559465685907132,0.23918829417614945,-3.578547067024752,0.00034550965198381907,0.0057761411980843304
NT5E,44.48427346753403,2.0987804878756835,0.5865940735803203,3.5779094648290966,0.00034635337135089224,0.0057850625329396565
ABCA1,15.394928701471319,-1.431654014533916,0.4003143705268945,-3.576324308941421,0.0003484593184714148,0.005815031757353476
PDK4,57.543328744252264,-2.3839208477469453,0.6671749681599014,-3.5731569101309457,0.00035270326798126093,0.005880594165081667
MYL9,307.701267434441,-1.998581538735819,0.5596657708117915,-3.571026928870225,0.00035558433002271856,0.005923336468958804
CLDN18,191.9462354690791,-4.7149756697712455,1.3207131923074036,-3.5700223918667486,0.0003569507142318925,0.005936952230748564
PPP6C,46.0336012278976,-0.6749325925691101,0.18907131972631175,-3.5697248717896604,0.00035735634641853657,0.005936952230748564
TNFRSF18,14.997128311445389,2.57594920904027,0.7215783397248353,3.5698815599461806,0.000357142667607568,0.005936952230748564
DLC1,29.8195350333347,-2.4565765709607543,0.6882802432303049,-3.5691516575157034,0.00035813906946278166,0.005944662472390674
DOK2,33.7388932613085,-1.9095655002913645,0.5351989006821932,-3.5679548255000713,0.00035977851252322666,0.005961267946843552
BUB1,9.889164080687236,2.686804849894812,0.7529889846453447,3.56818612846015,0.00035946112329979685,0.005961267946843552
MITF,7.652056615708169,-1.2635775922010337,0.35428825202241504,-3.5665241085134536,0.0003617475442777304,0.005988574918890521
ACP5,154.22555031359673,-1.995007642317281,0.5594163522776812,-3.5662304725175535,0.0003621529066325477,0.005989970548797379
OSCAR,24.25014858036461,-2.1517768467448835,0.6034880844995248,-3.5655664163267793,0.00036307119829402564,0.005999839988105967
IGHV7-4-1,51.81918661876699,5.596592271502224,1.5697558050615061,3.5652629876931323,0.00036349151959072864,0.006001470160180729
UNC5CL,12.915328142067338,2.841436311549425,0.7974271775464418,3.5632549172603802,0.00036628466746426184,0.006042239647109401
SERPINB6,28.919492178652984,-0.9179222150582395,0.2577557347026695,-3.5612096705320475,0.0003691501447772004,0.006084129197092074
DRAM1,106.4477113252621,-1.488589473324082,0.4181204847271077,-3.560192642308906,0.00037058283354362155,0.006102351213965884
AC025580.1,14.467658167969251,5.059743242698994,1.4216655471520987,3.5590250131859396,0.0003722340832322763,0.0061241369407976885
EEF1A1P5,93.50909217811056,-2.043890706665269,0.5745298559135272,-3.5575012954120453,0.00037439925558987156,0.006154332080652188
LRRC36,6.801973680479688,-3.2332799373853938,0.9090180612799026,-3.556892954176199,0.00037526698018831086,0.006163165536420173
NUF2,9.04005734192237,3.0454372752900762,0.8565134034564369,3.555621269906922,0.00037708695853900636,0.006187608958190186
C8B,5.7020245979469,-4.812742305641095,1.3539219677266183,-3.554667418331509,0.0003784574802973505,0.006193755447287428
WWC3,32.7378015931306,-1.3003168661150026,0.3658024767507843,-3.554696725033081,0.0003784153023367548,0.006193755447287428
IGLV3-25,1009.1773955947282,3.263230759256459,0.9180080338351273,3.554686493999169,0.0003784300262562588,0.006193755447287428
PAEP,60.510664477973165,7.859161976591132,2.212067331680728,3.5528583890887906,0.00038106954372839076,0.006231038104592977
HEYL,23.2728310306961,-1.5468718551465122,0.435425621908012,-3.5525512907766013,0.00038151463353020335,0.006232853343058673
FLRT3,33.77201495832984,-2.4068486875711192,0.6776266552195085,-3.5518801821505255,0.00038248898962369484,0.006243304531416688
JSRP1,10.181780045518611,3.9248302479361943,1.10590057310519,3.5489901564260027,0.0003867115362958466,0.006306710780307351
TRAK2,28.538594254961826,-0.8956781566459822,0.2524207283450084,-3.5483542200297045,0.00038764651665653435,0.006316437608088176
CLDN12,29.417039989314745,1.0295344924054257,0.29024855695992924,3.5470787630739533,0.0003895281177701082,0.006341558545581946
CCNE1,9.838562521877895,3.4927783216592614,0.9854688189988409,3.5442809090678797,0.0003936855500680836,0.006403654147881635
PCDHGC3,10.976282382013935,-1.5674297438456628,0.4424515873103927,-3.5426016965468925,0.0003962006237417852,0.006438950380793107
GALNT14,12.898255083487284,3.917704247711363,1.1070915338878649,3.538735621934744,0.0004020482950424887,0.00651695485717438
A2M,754.9384183489216,-1.9666614548964447,0.5557449722908888,-3.5387840699475586,0.0004019745182198301,0.00651695485717438
MYO9A,4.965908042044646,-1.268711876603736,0.3584936976459784,-3.539007477494405,0.0004016344759375572,0.00651695485717438
AC022613.2,1.2695103570496384,-2.148204851639064,0.6073525438824731,-3.536998195326167,0.00040470243136934996,0.006554282345536426
ADAM12,9.968634586175986,3.929445371330776,1.1111604092740575,3.536343932464223,0.0004057061351572803,0.006564838997076651
KIF22,21.435466905899673,1.3490616557589725,0.38155479199162057,3.535695748223232,0.00040670280638151874,0.0065752636556845705
CES1,100.30845002070437,-2.5550721558383396,0.7227407126291885,-3.535254222144882,0.0004073830217186034,0.006576851524393288
