,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RSPH4A,4.584225464152257,-1.8125832386539058,0.9186775950642517,-1.973035206684381,,
GABRR2,0.8066685678444037,2.3421050695787633,1.82013195230472,1.2867776243437192,0.1981718080904863,
TSPO2,0.48823288680498395,0.9024100688837572,1.6815758778976018,0.5366454649742001,0.5915125327895283,
GPR63,0.5859991809975058,-0.8811442318381236,1.092374640316754,-0.8066319001900482,0.4198785892851672,
NR2E1,0.6235151807079191,1.9809501196696504,2.705505086797009,0.7321923471283714,0.46405117469589785,
EPM2A,0.9295028962423217,-1.1228458224028344,0.7390820147363268,-1.5192438728243418,0.12870112176135348,
IMPG1,0.5412432677264346,0.21557200963765474,1.278336564293783,0.1686347834044374,0.8660839191658811,
TBX18,0.8202077733026867,2.3941848352194857,2.566168130896621,0.9329805036519395,0.3508300347240896,
IL12B,0.42393257281915764,1.3632194352701141,1.9003233035310043,0.7173618471852165,0.4731508546586026,
SLC27A6,0.4322250612391486,-3.517214184316991,1.605639522348719,-2.1905378731410607,0.02848525121846174,
RAD50,0.6621409347955002,-0.14902126335553256,1.0239288781817246,-0.14553868587060653,0.8842855739834545,
CDX1,0.4370545339555046,0.5306628556873915,1.76385551987103,0.3008539246605599,0.763525886203346,
UNC5A,0.6783460958379541,0.5167740553097527,1.4551957147585333,0.35512340372408474,0.7224971442304637,
KNG1,0.2532215193717055,0.7394231429903257,4.429519421426419,0.16693078247125342,0.8674245120603985,
CLDN16,0.72473566042054,-0.5156126605842118,1.3336838083465987,-0.3866078731385588,0.6990465284316738,
SERPINI2,0.5097703711291339,-0.6264769002985717,1.682903517744113,-0.3722595464880525,0.7096996149050535,
UPK1B,0.3147530039914528,0.26981298156592864,3.0752721442446793,0.08773629419135447,0.9300862722465452,
CFAP92,0.7482849184382604,1.426519739417026,1.5146307890001764,0.9418267143233542,0.3462813656296754,
POMC,3.413009498934455,-1.412049262203341,0.7816074000483622,-1.8065965881540658,,
APC2,0.6883168667330763,-0.13651737172256578,1.0272734062893807,-0.13289292888022952,0.8942780592384562,
INO80B,0.5662294018961094,1.0557182218784151,1.4701352448444416,0.7181095926926935,0.47268971587641173,
REG1A,0.0,0.0,0.0,0.0,,
DNAH6,0.822602083258859,-1.6216677181922219,1.2267255606703726,-1.321948258179298,0.18618538117796612,
WNT6,0.7851010134231018,1.5089625927694765,2.2422239787041893,0.6729758521454784,0.5009626537036069,
ABCB6,0.33331915217540337,1.2260983073819833,1.94986954168664,0.6288104312462907,0.5294731700940019,
DLX2,0.28864374066323983,1.1611848055009024,4.421051753480983,0.2626489962680545,0.7928211318788253,
LCT,0.352695617984543,1.3194435185076472,2.9056549253233532,0.4540950499690923,0.6497604159186557,
VAX2,0.7770596585459574,1.5316528717608142,1.5230455953388693,1.0056513583364062,0.314583309304427,
TPSG1,0.48042506735991874,-0.11244810297743145,1.4715532668701408,-0.07641456514625412,0.939089282175546,
PAPPA2,0.07703254158613139,0.23762044299729235,4.443349092553168,0.05347777949644613,0.9573512347033286,
OPRD1,0.4298925594214907,1.4906567630663206,2.944248457840805,0.506294487170933,0.6126499324879967,
CFHR3,0.560050785622871,1.812196291769923,2.0075267280841786,0.9027009535755156,0.36668463022771425,
NT5C1A,0.7012864764714735,2.1642621317606436,2.3525548191110404,0.9199624655626316,0.35759237403602195,
CD160,0.3949540977765981,-1.0746474375538329,1.3191078074362463,-0.8146774899638152,0.4152569415577967,
MPL,0.5867025800774242,-1.2955348738804204,0.9489328562571089,-1.365254522844134,0.1721730671064714,
A4GNT,0.06577480117405295,-0.6091663835538604,4.3205684615822415,-0.14099218400783697,0.8878761169212851,
MMP8,0.5588408003143879,1.8277658543830244,2.667279292091526,0.6852547687084529,0.49318316862181155,
ZNF541,0.5423245518490503,0.0678034878513436,1.5163162079342678,0.04471592897085413,0.9643337369152896,
SLC8A2,0.3651995436621789,1.3513073878799446,2.8866471055938097,0.468123514391957,0.6396962645096311,
TNNT2,0.3568839571340028,1.2359888019536847,2.1292673087314613,0.5804761087935177,0.561593593463122,
TTR,0.14245996378374864,-0.4837157085556003,4.316182216012977,-0.11207027051847386,0.910767689585507,
CA14,0.6570265503710941,-0.22689396391991457,1.0450209177355811,-0.2171190643834796,0.828115557097981,
ALDH8A1,0.43285133775694506,0.6243428153875064,1.7661391139956222,0.3535071560558021,0.7237082648971901,
PMFBP1,0.3626196621319606,1.24086867086836,2.149161220560765,0.577373469703957,0.5636871922513189,
GLRXP3,0.5127126617662661,0.9036014168251199,1.8706171297548897,0.4830498996571898,0.6290603059623019,
DNAH7,0.5094365228801094,-1.129105364238229,1.6947174338828712,-0.6662499256004384,0.5052513662807684,
GDA,0.45584249075315736,1.5838851531889302,3.404423521630654,0.46524327632135476,0.6417572507699295,
LCN1P1,0.48647176556854416,-0.6801444485395608,1.9859257266405494,-0.3424823191600993,0.7319879476657943,
ONECUT2,0.5604631005094346,1.811178351151661,2.0300263001436782,0.8921945252746095,0.3722886761266758,
PPP4R4,0.9696885643166181,-1.3155763931425106,0.8173957340410593,-1.6094730353418103,0.10751294651383553,
NKX2-3,0.06933442884141686,0.23762044299729235,4.443349092553168,0.05347777949644613,0.9573512347033286,
CNNM1,0.7881873352342652,1.5641349521324865,1.7484258609311307,0.8945960976003299,0.3710030386756745,
PRLHR,0.03479329642790665,0.11216976799902778,4.44760999998567,0.025220234687706247,0.9798792971419695,
HOXB1,0.1339018137311333,0.48852179299380744,4.435844387636622,0.11013050736301584,0.9123058739320431,
INSL6,0.4266671080329279,1.4918129288262403,3.9615688723827365,0.3765712466154779,0.706492259217842,
LRP11,0.9488758353850165,-0.04875592140630094,0.8763283374100688,-0.05563659113249251,0.9556313141285356,
TNN,0.5486652840364269,-0.53693904889577,1.3421923645713412,-0.4000462698707524,0.6891224374711462,
ARR3,0.4437582475402148,1.5644200226789096,1.8393148957168879,0.8505449644984059,0.3950221726355213,
SEPTIN7P9,0.42699414317617373,0.6184906964080642,1.7415477313234644,0.3551385272329292,0.7224858148424795,
IQSEC3,0.873800417454238,-2.4605995802843856,0.9891570229129905,-2.4875722694038114,0.012861831854537686,
ADRA1A,0.37020821585960384,-3.7662795889518494,2.487381703013839,-1.514154254808754,0.12998672082551893,
LHX4,0.7301799697228211,1.4643360396077643,1.422051480533693,1.0297349003555074,0.3031344676375364,
CSMD2,0.4182002952566818,1.4758949122706724,1.9087171587995233,0.7732391912895717,0.4393808359781697,
HPCA,0.7853301585247823,2.36059418935986,1.8904058036498257,1.2487235199988473,0.2117662152251205,
FLT3,0.914025713202893,0.2568998351149539,1.0063640689352698,0.25527524585287825,0.7985105176662735,
OBP2A,0.8043956800739331,2.32255799965015,2.5536694011471277,0.9094983080452149,0.3630871505159984,
LDB3,0.9384990056635866,-1.3949202528111384,0.9372804727731985,-1.488263431632037,0.13668143478013375,
OCM,0.38462642279147635,1.2471835187784568,2.0181536276460323,0.6179824477649738,0.5365869088223911,
NPY,0.7284123068045466,-1.175553339951017,2.2622448458963564,-0.5196401892940258,0.6033143812249844,
HOXA7,0.43550699705639956,-1.452240853008754,1.1103864736410383,-1.3078697259763534,0.19091749943739578,
SPINK4,0.7985732652616361,2.3226819451401726,2.1615832795625813,1.074528086472889,0.28258606353859883,
DNAI1,2.3189009703070727,-2.057072775736979,1.2893990169668512,-1.5953733085480268,,
NUDT10,0.5447618115634025,-0.5210614986569283,1.4904493106159495,-0.34960028156985234,0.7266386995904328,
TSFM,0.3369247082339053,1.2326039263988455,1.950697572138222,0.6318785361729593,0.5274662496893197,
DBH,0.8237575233199613,-1.512357212572694,1.0572194962654535,-1.4305044675348682,0.15257228451711588,
MAGEA9,0.45815062978023674,1.586894307926813,3.9205906436421705,0.4047589896946272,0.6856546765006517,
ACVR1C,0.6906347646065281,1.3315523612473505,1.7442640281553752,0.7633892230498597,0.44523130516819365,
ZNF831,0.7986202449073793,0.6552862107349006,1.2529602673726046,0.522990415417564,0.600980923131315,
TP53TG5,0.652820432736488,-0.15651441097917934,1.0357466341490893,-0.15111264262785917,0.8798868596510344,
PCK1,0.8621538392217841,1.6691497439992542,2.654582152925911,0.6287805943995736,0.5294927061316718,
NEURL2,0.6891006956478788,1.3241776807450816,1.4390888060949854,0.9201500804792452,0.3574943366965969,
IL9R,0.46136354706756183,0.6317602805204947,1.6502570834696844,0.3828253711792659,0.7018492484603029,
XG,0.6302196962430878,-0.190222440049382,1.5422037634768826,-0.12334455702567308,0.9018342587848098,
CEACAM8,0.49859910228715865,-1.493974468482801,2.9892206494632023,-0.4997872836021943,0.6172248655525024,
AL365205.1,0.5699942002421013,0.23674879575347285,1.301554089067163,0.18189700892350397,0.855663551874297,
KLHL31,0.5756216053691371,-0.34888604971508846,1.081553008058251,-0.32257877988010547,0.7470142664970789,
WNT1,0.5090823103087568,1.6795983880343082,2.0955046864326805,0.8015245200398966,0.422828054766502,
SLC10A2,0.4910473762481912,-3.9122748541662857,3.219530836478245,-1.2151692444871296,0.22430154799468138,
TEKT3,0.890301093640604,-1.5149223685910116,1.1377549397434514,-1.3315014645707504,0.18302406341221888,
GNRH2,0.3650582352408058,0.5049307816805583,1.7488628314002153,0.28871948823813065,0.7727960480624123,
DEFB126,0.45495639245938135,1.5522568453693362,4.415111618008471,0.3515781660055775,0.7251546420629345,
NKX2-2,0.0,0.0,0.0,0.0,,
TCF15,0.5114158337790037,-1.3517889187117142,1.1740974462841767,-1.151343036295583,0.24959113862897309,
KIRREL2,0.7589029300221156,2.2969385833401086,2.333033586172022,0.9845287255846424,0.3248556146972682,
SSX1,0.4908207179797067,1.676345594655014,3.887331125244908,0.43123303383356665,0.6662989368075658,
CTAG2,0.31051459631881034,1.097597911283998,3.253529650628457,0.337356049935486,0.7358485117201109,
RGS13,0.9558025775113265,-2.24837608890697,1.0389643022432267,-2.1640551884723123,0.030460114100068394,
TAS2R4,0.4624521865182793,0.8232509041895121,1.6115993895197824,0.5108285033756566,0.6094711484641622,
WFIKKN1,0.5226378780876906,-1.057305121435836,1.2222427608522306,-0.8650532899852164,0.3870095404850422,
IL17B,0.3903246695344158,-1.1359616972963849,1.6188803282154942,-0.7016959051868679,0.4828688272245053,
GNGT1,0.71141375189344,2.1826119964811443,2.176001529421593,1.0030378963296538,0.3158425770105172,
POM121L9P,0.6503436874886239,2.043534540374307,1.8288053692930022,1.117414993791448,0.2638169271673044,
TBC1D27P,0.6728037799431866,2.06986921794939,2.0311285682011584,1.019073460121996,0.30816809281133706,
RNF112,0.8657355937137735,-1.0545040949978988,0.807366992628808,-1.3061025588430437,0.19151768291533966,
CDHR3,4.289699697076497,-1.3822584719577673,1.1617842786274617,-1.1897720578477573,,
VGF,0.5419797411685093,1.7812091460294173,1.9926215055979584,0.8939023999416792,0.37137411360167805,
CCDC136,0.9135039004980039,0.9714721069747329,1.316345651486367,0.7380068493999155,0.46051028692438234,
HOXD3,0.9754802466624667,1.857569415201235,1.584813462862791,1.1721060293403491,0.24115448953260077,
HOXD11,0.36129825260888876,1.3605924461857217,4.417824176079055,0.3079779529372956,0.758099108508656,
HOXD13,0.8829161966137166,2.48587641663469,4.405989696331882,0.5642038651847635,0.5726153976377899,
TPH1,0.4913708013694758,0.7735529419372278,1.7262889004236448,0.44810167159586783,0.6540798217122716,
PRRG3,0.5774048355121895,-0.9284404734672476,1.3391325102494525,-0.6933148634367023,0.48811197733888034,
ACE2,0.4376511394135107,-0.12111116455134724,1.610504849170185,-0.0752007450419972,0.9400549915770642,
CACNG6,2.520436924761629,-2.5255648144781584,1.428408939553831,-1.7680964775164651,,
UNC13A,0.2643987638699137,0.9911983358874762,3.9586117808687873,0.25039038702348837,0.8022854629431994,
SULT4A1,0.7900273039603815,2.295425879393986,2.2414723863805506,1.0240705588617833,0.30580194911065206,
TNNT3,0.6085094097591159,-1.378471062622849,1.2030065484900385,-1.14585499501482,0.2518551554974394,
H19,21.87612285431198,1.6383146417839858,0.9486900499229518,1.7269229733325884,,
CALY,0.8224018153001319,2.3868891308981994,4.406703037626868,0.5416496438533797,0.5880598857187608,
CYP2E1,0.7580735279162532,2.1952913099789133,1.9022289673005874,1.1540626011463826,0.2484745046985506,
ANGPTL6,0.6262925663576091,1.9702561412179227,1.8234610272562317,1.0805035653449495,0.2799179999809972,
PNCK,0.4672750478934835,1.5774075875162485,1.9809740069604247,0.7962787911268951,0.4258700100987458,
FBP2,0.0,0.0,0.0,0.0,,
TTLL9,0.5129396197139644,-1.1531364749919053,1.649515790674831,-0.6990757418091446,0.484504697636029,
C1QL1,0.8812753249266964,2.5139601290340803,2.237078190161879,1.1237694507460043,0.2611108445441288,
PYY,0.44317168240820903,0.5526790131068924,2.1114096808731397,0.2617583021019117,0.7935077885115154,
ANKHD1,0.5671875903941536,0.2378003375927253,1.2272173275122662,0.19377198501163478,0.8463544239484779,
KREMEN2,0.8826762166735407,2.531328946377759,1.8593391106955826,1.3614132741126408,0.17338312356701924,
CHD1L,0.35345452788931236,1.2354935295568419,1.9459669356757046,0.6348995488599283,0.5254939313318296,
ABHD12B,0.38055320595807174,-0.31777535843248356,1.914278746845627,-0.1660026571136089,0.8681548591127801,
SLC6A11,0.7917795523872674,2.3390486434451736,2.559879445662012,0.9137339054809555,0.36085668359053324,
CNGA4,1.4044192096234238,-2.0077385957765554,1.2504627055838935,-1.6055965418329354,,
FTHL17,0.0,0.0,0.0,0.0,,
ENAM,0.6675433408911443,-0.29110602522151996,1.4045344384560552,-0.20726157882003976,0.8358055782711873,
GUCY2D,0.6646849868575962,-0.2982723999484941,1.1366680727673244,-0.2624094114144705,0.7930058175864253,
GPS2,0.41630872379753425,1.4587193566592294,1.8640005855459294,0.7825745163229114,0.433877011159541,
RHBG,0.5693543938934852,1.8583485474227608,2.093571599501813,0.8876450883576059,0.3747316920433207,
BCAN,0.8631233170263529,2.4567113810931778,1.9900677551121133,1.2344863006710922,0.21702174839987043,
SYT4,0.035568176175825396,-0.73461705855212,4.325344468531239,-0.16984012808616247,0.865135867710806,
TRPC4,0.36608745119767044,-1.1639147281809188,1.3070948636128075,-0.890459262431696,0.37321933330606527,
STOML3,2.810685959735423,-2.013175922492381,1.64076461160847,-1.2269742461832047,,
IRS4,0.0,0.0,0.0,0.0,,
GNG5P2,0.34873099336578306,0.37992570437164164,2.0605384778368654,0.18438175673889098,0.8537139804741518,
LGALS12,0.40300630575800117,-1.0376780563068957,1.2380672943298014,-0.838143500809153,0.40195011409346704,
DYDC2,2.7440815434562436,-2.4523693260969743,1.030660660748381,-2.3794148932746357,,
GNAT2,0.32960594667576887,-0.45137067222830357,1.7098926050924914,-0.2639760362048516,0.7917983843220858,
SOX5,0.8915604517095171,-1.818100143061091,0.7745006774925381,-2.3474480990090645,0.018902506434000637,
KLRD1,0.8121884845008539,-1.5710528405647501,0.9513912127013548,-1.651321580009074,0.098672928083714,
DSC3,0.4800349802823224,0.81854075517222,2.4190358054236474,0.3383747993051589,0.735080762508606,
ERCC5,0.9065600267483781,0.31812267849021186,0.9643633109689149,0.3298784543872658,0.7414918039897863,
ACRV1,0.46741747026165437,1.5800298934635324,2.1994514603555904,0.7183745228949426,0.47252639134319796,
HRK,0.4050017931560784,0.6435871104721645,2.4168539344557205,0.26629127283900234,0.7900148937985059,
KCP,0.9336535418479306,2.588299215279737,2.0504813581808556,1.2622885865083027,0.2068449621406302,
ADGRB3,0.4777831959259266,-2.8297024779598114,1.2867031069767927,-2.199188346259934,0.02786453263723881,
EPHA7,0.46833331176009996,-0.19102887847558087,1.6116882670231787,-0.11852718815681096,0.9056499538966807,
CGA,0.6949691587637927,2.1466879031713884,3.0594213133601666,0.7016646886118728,0.4828882992769855,
RDH5,0.392111962148044,0.5059012126147815,1.6455346643692532,0.30743880610299845,0.7585093944631722,
PPP1R1A,0.5647586833363263,0.0603085384058272,1.4580140759511353,0.041363481601839086,0.9670061253271865,
B4GALNT1,0.9651911117731439,1.8585948542119748,1.6881129510651336,1.1009896304860842,0.27090117025956395,
EGR4,0.8126244332688776,2.3729508348814865,2.5570911363693325,0.9279883697265102,0.35341360255352294,
GPR55,0.43826248832345455,0.523594948789966,1.6479360191127004,0.3177277168029167,0.7506914848655064,
ANKRD36,0.7936965263630863,0.10557837013680255,0.9945677391827474,0.10615503195745925,0.9154593485778173,
STAB2,0.5477025948614622,-0.4636815862850915,1.1981094303964022,-0.38701104800725883,0.6987480289347742,
PCDH8,0.6953845961557653,2.1411941064593143,2.84793872802108,0.75183994844831,0.4521473149300408,
AL355922.1,0.48756288031410555,-1.385357197991487,1.5772718423983556,-0.8783249410481782,0.3797674044953948,
MTHFS,0.8040315903697701,-0.39105408737887476,0.8975764015684238,-0.43567777260581647,0.6630705347883904,
MYCBPAP,0.6411142915758867,-0.22038897950060296,1.3598437168373776,-0.16206934427227204,0.8712512467331751,
IL10,0.6266394863702738,0.2772502491927186,1.2412657302107657,0.2233609149473915,0.8232546212564723,
IL36G,0.45636441569798153,1.4786115978738694,2.040527429396278,0.7246222601924738,0.4686837988436786,
IL36RN,0.548328736079231,1.8340815688672454,2.126193920883219,0.8626125542233559,0.38835052554236416,
SLC31A2,0.4978298934086541,-1.7672364782960384,1.051608678924623,-1.6805076961738443,0.09285857817391323,
WDR38,5.484982635952285,-3.2195349234152077,1.3008296481580182,-2.474985812303776,,
NR5A1,0.4175195571348798,1.4987893975286322,4.4158327789464105,0.3394126255583061,0.7342989086847904,
LMX1B,0.7327377663447587,2.2403624761457723,2.374176443703336,0.943637732607255,0.3453548034430364,
CLPS,0.4182917660894097,1.5129527714304178,2.3406481186589896,0.6463819825669579,0.5180320059357169,
MGARP,0.6168118248130467,-0.8426027497975606,1.2074909971043408,-0.6978128630508954,0.4852942337016203,
TTPA,0.586096619387919,-1.7796897789747894,1.2032615572961651,-1.4790547975071267,0.13912566990918743,
SLC28A2,0.7879344528882087,2.3160331176334297,3.0676946402859726,0.7549751162382732,0.4502639129421936,
GCHFR,0.9001027025951125,-0.6370119468970725,0.8345651889100693,-0.763286026498423,0.44529283375658235,
CLCA2,0.7654994733210131,0.023087639804987223,1.8584716819035658,0.012422917190397748,0.9900882011204275,
CYP2C9,0.4981171617736637,1.6047145991619243,3.2864761223271692,0.4882781859451388,0.6253528105760908,
CYP2C8,0.5766395466471669,0.9851172261225066,1.5675968045403044,0.628425130281757,0.5297254787696837,
TET1,0.8439608326229453,1.6697748587650114,1.4213884968632624,1.1747491009318642,0.2400951089786577,
CDK15,0.41063727264857425,-1.0379858136614986,1.424517131326741,-0.7286580068677435,0.4662108860625972,
HCN4,0.34627660754993955,0.392170153340192,1.8595972381620698,0.21088983425668711,0.83297323682965,
PCDH10,0.2492103430107266,-0.8085602020322498,2.464145275802798,-0.3281300863110952,0.7428133066310943,
MTTP,0.6499472926360587,-0.8400367850276006,2.6848218383220943,-0.31288362342604825,0.7543690799773977,
PIK3C2G,0.9652307545324302,1.8168297072284447,3.415031622647866,0.5320096291874903,0.594719326350615,
PIANP,0.9306440367133492,0.31880657283954317,1.0983179924782323,0.29026800527977475,0.771611213723131,
COL2A1,0.41674571931505566,1.5200426293030374,3.3860938424378206,0.44890741368487347,0.6534984477713675,
PTPRQ,0.3636622585594261,-3.7411380520384645,3.178507538648202,-1.1770109104820767,0.239191151526722,
KERA,0.3835929357228893,0.529447627452197,2.1117980405879146,0.2507094036818034,0.8020387897539225,
CCDC65,5.1094084528416035,-1.1429151438897225,0.6208259871151622,-1.8409589282829322,,
RDH16,0.8069655029267429,1.5349282153110277,1.7075574678102021,0.8989028154229229,0.3687044282213837,
DHH,0.41897469207835847,-3.1197590477632047,1.5002838228488307,-2.0794459023354763,0.03757638519639537,
ZIC5,0.38953239665576606,1.4537200799599221,2.644572089506149,0.5496995471321758,0.5825254675310275,
TTC6,0.9476835212794678,0.429851831728365,1.0483605123742612,0.410022913544181,0.6817891390879467,
FITM1,0.4333916101799602,-1.4269964716588506,1.1673416256740174,-1.2224326112203097,0.22154407322514447,
RDH12,0.5465798417923298,0.9588069598381599,2.8086526023054317,0.3413761314059064,0.7328204414306155,
PTGR2,0.44107166078562393,-0.7803592999961402,1.151181505407453,-0.6778768563693501,0.49784977523462237,
FAM181A,0.7959970622136767,-3.6617847793360117,1.6261202682915559,-2.2518535994777173,0.02433152519955457,
DUOXA2,0.5695879610855118,-0.5243041168805315,1.4158394885622552,-0.37031324603959687,0.7111491053565802,
DISP2,0.771864790952404,1.5306315745441452,1.5457979941458133,0.9901886147743069,0.3220819363672883,
CYP11A1,0.7122683437879038,-1.895447395373015,1.1053083752257038,-1.7148584393798385,0.08637118403920273,
CYP1A1,2.012626167031282,-4.90273356199826,3.7006608163605166,-1.324826512152482,,
ADAMTS17,0.880662667430903,-0.6913560164668585,0.8937786720078229,-0.7735203782763876,0.4392144732719795,
CYP1A2,0.628041565798125,-4.528657974195938,3.0619166707138827,-1.4790271784699114,0.13913305108399862,
DET1,0.4624260175742851,0.748961927992502,1.5164225112413934,0.493900560325616,0.6213764088398742,
SLC5A2,0.5556663588961039,0.14894755511542795,1.3549915281741496,0.10992508220042875,0.9124687903641846,
CHST4,0.8099811002311926,0.7639147354048845,1.2538751924487987,0.6092430410980305,0.5423633551039928,
ADAMTS18,0.4097175104465836,1.4957886423136126,2.6355500529273956,0.5675432499004104,0.5703451510306965,
GCSH,0.8761603952105114,1.7281940852540416,1.4122964534884916,1.2236765737004127,0.22107426032839916,
LRRC46,8.46384807478792,-2.18672323490343,0.884900003132393,-2.47115292932852,,
RHBDL3,0.5313500321172953,1.801645479418485,2.9646807784083893,0.6077030257489346,0.5433844558950018,
C17orf64,0.34579436913963424,-0.4350334308934866,1.9345394483271576,-0.22487700174306105,0.8220749610441977,
ADCYAP1,0.9236063461683327,1.7605641116124116,1.7996769435562485,0.9782667483273146,0.327942411189194,
GREB1L,0.7957601898283232,2.399018071738013,2.017201982954543,1.1892800483094081,0.23432948380360608,
SLC13A5,0.3159755421882422,1.2491322661997013,4.41957372220224,0.2826363682824298,0.7774555986682129,
RNF165,0.7300806084320702,0.686858416349388,1.8625433568204206,0.3687744576974228,0.7122958446854244,
FBXO15,0.6497747397261672,-1.1284435929190881,1.2936479526813296,-0.8722957359304561,0.38304706325286597,
STAC2,0.6353048819736681,0.42754559975447315,1.493941421800092,0.28618632130790744,0.7747354198249243,
FEM1A,0.35124743745720816,-1.1398079579475713,1.3111746255365342,-0.8693029408505831,0.3846814547684232,
GEMIN7,0.5965858890720244,1.0729297470179378,1.459192475030705,0.7352900767908365,0.4621628503318608,
MMEL1,0.8365874170849338,-1.3092794583936493,0.9393392299266766,-1.393830276305877,0.1633688631075666,
CFAP74,0.5764419449700141,-2.0701773916313027,1.8586431765245168,-1.113811094985071,0.26536023616106874,
PADI3,0.4544540757342844,1.5841463801622784,3.8779974882904753,0.4084959789029189,0.6829095820876845,
PADI1,0.563005601821569,1.8195400450088624,2.0593779464216917,0.8835386666980852,0.3769453006018827,
MAEL,0.35932482838526175,1.2516167546571655,2.1542951619731725,0.5809866617862979,0.5612494431195769,
ILDR2,0.5659608358311135,-1.0806350665895743,1.0727484731614798,-1.0073517638341187,0.313765762640531,
FAM163A,0.7455852343797359,2.2585929295090392,2.6325832636413855,0.8579378896396068,0.39092676070862853,
LHX9,0.5564796995084992,-1.1121493988071351,1.4582097526772881,-0.7626813610080562,0.4456534491431319,
S100A8,109.89118280260747,-1.0915083010900515,0.8651346942067357,-1.2616628467210917,,
NUP210L,0.9907504661198383,2.6621509958644847,2.0711066258514124,1.2853761185617856,0.19866088234974266,
SLC39A1,0.6382625610497157,0.4254890786470176,1.2244242921749102,0.3475013370497848,0.728214714200347,
ACTA1,0.7510293641564489,-0.48204132274866207,0.933277421899141,-0.5165037870173143,0.6055025946567382,
GDF7,0.41890226415337867,-0.9111953300921951,1.2487352148619795,-0.7296945895715033,0.46557688900747196,
ST6GAL2,0.9752094651514268,-1.2919389729063202,1.1272188266721346,-1.1461296975676725,0.251741491318097,
THSD7B,0.6268450570584342,-0.33369644705059565,1.2415248150318225,-0.268779522576069,0.7880993522802683,
GPR17,0.7222194373389291,-3.019534139700108,0.9579996455099882,-3.151915717142743,0.0016220308525829665,
SCN1A,0.4303365106711383,-2.9406317482209925,1.2670015338914438,-2.3209377964912115,0.020290201266819238,
DLX1,0.3490073912910074,1.3362756094156372,4.418194541407008,0.30244834103436513,0.7623103082961027,
CCDC150,0.5910846822067125,2.0200965403343707,1.9195564772589653,1.0523767152811112,0.2926267473321299,
NYAP2,0.48642755986902314,0.8442764068712664,1.9777800334259537,0.42688084246092445,0.6694661198333103,
MARCHF4,0.5814898030141468,-0.522338713191856,2.048330446421698,-0.2550070542105881,0.798717650842429,
UCN2,0.8829592529540834,2.5184027684493597,2.669310505514714,0.9434656489930326,0.3454427777001169,
STXBP5L,0.45898937677238966,1.5843553016339136,3.9321484601405707,0.4029235716032131,0.6870044501863732,
SLC10A6,0.41264899279335593,0.5405581083762432,1.7726149180366275,0.3049495425520692,0.7604045821583786,
GC,0.0,0.0,0.0,0.0,,
ROPN1L,4.196049483109035,-2.2236741299884186,1.2564554106695984,-1.7697994780438437,,
SHISAL2B,0.6058424093379529,1.9576970063027181,3.376646069476189,0.5797756015946353,0.5620659529272893,
GTF2H2,0.978419412452937,-0.43874230955913923,0.8256141083975249,-0.5314132899336177,0.595132414010362,
TSLP,0.678336739202105,-2.9693337894418472,1.1749725664779516,-2.5271515898814534,0.01149918568043782,
CPLX2,0.26852933996031797,0.01809339123176769,3.077787215872102,0.005878701145569891,0.9953095021349766,
PCDHB18P,0.4857114862092838,-0.06836367188109148,1.408122353283393,-0.04854952534606407,0.9612782954296094,
TRIM7,0.8313787025599451,-0.3219957444850233,1.2428576812695904,-0.2590769235590207,0.7955758894093481,
TCTE1,1.1016906037926024,-2.6623962574262117,1.3881273789216246,-1.9179769074899387,,
GABRR1,0.346089525747562,1.2864863270378462,2.9437093689890435,0.4370289881842729,0.662090325268862,
SCML4,0.7973127021635216,0.6924785337559478,1.1903147676370929,0.5817608523253011,0.5607277763947254,
PNLDC1,0.3232627137783186,-1.9360037364923581,1.952585408446263,-0.9915078378225209,0.321437667081265,
IGFBP1,0.2378299040983752,0.7394392634075567,2.7709384111452144,0.2668551781711923,0.7895806681269714,
STRA8,0.8467335327806942,2.4264076580715135,3.4365459340722055,0.7060600104350394,0.48015081899838885,
LANCL3,0.5754953974189173,-0.438880886895792,1.317196049031943,-0.33319329132390135,0.7389883818413345,
FRMPD3,0.948915406207791,2.5827117363815355,1.9857322546945846,1.3006344285719271,0.19338361656742942,
IGSF1,0.6245868945328775,1.9868422664544831,2.3359978922761706,0.8505325595643094,0.395029066245269,
PXDNL,0.7291837344465749,0.6175387888198376,1.2358904459615319,0.4996711406239474,0.6173066564538885,
TRIM55,0.49734329710833564,-0.026936450254995078,1.600555788259484,-0.01682943540773857,0.9865726871601983,
PSKH2,0.0,0.0,0.0,0.0,,
CBWD5,0.8810814468576522,-0.239533671136094,0.8756558325865095,-0.27354773670445404,0.784432202436961,
HMCN2,0.5672398880297013,-1.3992451185538117,1.0205892246228057,-1.3710169427577013,0.1703696745001595,
TMEM236,0.881082684713765,-2.0713069626482468,0.8718645018318428,-2.3757211794909634,0.017514691926943226,
HTR7,0.5482505618073029,-0.5705336880136976,1.4147969238205942,-0.40326189462795664,0.6867555709209088,
NPFFR1,0.6276349384665679,-0.24565695793046335,1.2295864737792366,-0.1997882728617014,0.8416461733276643,
PAOX,0.46081198833951004,1.482804442626911,1.9070796969389865,0.7775262066954669,0.4368483790274401,
SLC5A12,0.231076385147932,0.8648864692913456,3.2596381241241112,0.26533205109194347,0.7907536758600087,
LRRC4C,0.8840176089238381,-0.1856576556090801,1.0572336681069856,-0.17560702161661831,0.8606026856302493,
